Year,Team,OPS,OBP
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1970,Cincinnati Reds,0.772,0.336
1970,Boston Red Sox,0.763,0.335
1970,San Francisco Giants,0.76,0.351
1970,Chicago Cubs,0.748,0.333
1970,Baltimore Orioles,0.745,0.344
1970,Atlanta Braves,0.738,0.334
1970,Pittsburgh Pirates,0.731,0.325
1970,Minnesota Twins,0.73,0.327
1970,Houston Astros,0.723,0.332
1970,Oakland Athletics,0.717,0.325
1970,Los Angeles Dodgers,0.716,0.334
1970,St. Louis Cardinals,0.71,0.331
1970,Cleveland Indians,0.708,0.314
1970,New York Mets,0.703,0.333
1970,San Diego Padres,0.703,0.312
1970,Detroit Tigers,0.696,0.322
1970,New York Yankees,0.689,0.324
1970,Montreal Expos,0.688,0.323
1970,Washington Senators,0.679,0.321
1970,Chicago White Sox,0.677,0.315
1970,Milwaukee Brewers,0.677,0.319
1970,California Angels,0.672,0.309
1970,Philadelphia Phillies,0.661,0.305
1970,Kansas City Royals,0.657,0.309
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1971,Pittsburgh Pirates,0.746,0.33
1971,Baltimore Orioles,0.745,0.347
1971,Detroit Tigers,0.73,0.325
1971,St. Louis Cardinals,0.723,0.338
1971,Boston Red Sox,0.719,0.322
1971,San Francisco Giants,0.707,0.329
1971,Oakland Athletics,0.705,0.321
1971,Chicago Cubs,0.703,0.325
1971,Chicago White Sox,0.698,0.325
1971,Atlanta Braves,0.697,0.312
1971,Los Angeles Dodgers,0.695,0.325
1971,Minnesota Twins,0.695,0.323
1971,New York Yankees,0.688,0.328
1971,New York Mets,0.67,0.319
1971,Cincinnati Reds,0.666,0.3
1971,Kansas City Royals,0.666,0.313
1971,Montreal Expos,0.665,0.322
1971,Philadelphia Phillies,0.648,0.298
1971,Cleveland Indians,0.642,0.3
1971,Houston Astros,0.642,0.302
1971,Milwaukee Brewers,0.633,0.304
1971,Washington Senators,0.633,0.307
1971,San Diego Padres,0.625,0.293
1971,California Angels,0.619,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
1972,Minnesota Twins,0.654,0.31
1972,Philadelphia Phillies,0.646,0.302
1972,Baltimore Orioles,0.641,0.302
1972,New York Mets,0.639,0.307
1972,Milwaukee Brewers,0.63,0.302
1972,Montreal Expos,0.628,0.303
1972,California Angels,0.623,0.293
1972,Cleveland Indians,0.623,0.293
1972,San Diego Padres,0.615,0.283
1972,Texas Rangers,0.58,0.29
1972,Pittsburgh Pirates,0.721,0.324
1972,Houston Astros,0.719,0.326
1972,Chicago Cubs,0.717,0.33
1972,Atlanta Braves,0.71,0.328
1972,Cincinnati Reds,0.71,0.33
1972,Boston Red Sox,0.694,0.318
1972,San Francisco Giants,0.693,0.309
1972,Kansas City Royals,0.68,0.327
1972,Los Angeles Dodgers,0.679,0.319
1972,New York Yankees,0.673,0.316
1972,Oakland Athletics,0.672,0.306
1972,St. Louis Cardinals,0.672,0.317
1972,Detroit Tigers,0.661,0.305
1972,Chicago White Sox,0.656,0.31
